episodes,mean_raw_ep_return,mean_yield,mean_leach_total,mean_N_total,mean_W_total
560,4.772665275260806,1488.2722186279298,11006.786083984374,6668.05415131757,13904.0,228.0
580,4.897639818675816,1524.3026333007815,11186.788818359375,6831.724332794035,13896.0,221.1
600,4.939040445908904,1533.9331552734375,11120.33642578125,6496.4959824812595,14064.0,202.8
620,4.949748698063194,1533.444039733887,11002.36728515625,6278.29413706325,14386.0,186.3
640,4.995711184106767,1543.3258540039062,11140.100390625,6518.083499205246,14414.0,197.1
660,5.096859720628709,1569.5528272705078,11161.97998046875,6075.414599551225,14592.0,176.4
680,5.0945103648118675,1563.7345447387697,11089.64912109375,6094.792764607863,14524.0,171.3
700,5.10787526583299,1562.184050170899,11146.6712890625,6127.638234868925,14250.0,180.9
720,5.153213216178119,1570.0174310913087,11100.17353515625,5847.204424531665,14250.0,167.1
740,5.159190271887928,1565.547880371094,11113.65751953125,6125.867872526124,14610.0,173.1
760,5.283662832714617,1596.834730834961,11200.979296875,5888.691820052825,14596.0,157.2
780,5.287261698581278,1591.3397088623049,11224.6818359375,5885.113902099105,14524.0,165.6
800,5.299883792735637,1588.4000380859375,11076.582568359376,5619.269017032813,14624.0,147.0
820,5.3122243478894235,1585.340451904297,11078.104150390625,5712.982117881486,14670.0,150.0
840,5.368737992178649,1595.2800732421879,11132.65859375,5793.168108677771,14850.0,148.8
860,5.354421223234385,1584.0721120605472,11053.367822265625,5788.430996407056,15044.0,147.6
880,5.4118296935223045,1593.9826726074218,11111.915576171876,5759.355512749171,15116.0,147.0
900,5.432225357554853,1592.8903397216798,11090.38193359375,5816.316677896166,15320.0,144.9
920,5.428639561403543,1584.7832270507813,11007.7419921875,5760.615663252259,15164.0,140.4
940,5.480777780618519,1592.9090625000001,11077.96875,5822.015775343263,15260.0,143.1
960,5.512243683729321,1594.9723276367188,11097.2931640625,5794.887161383778,15104.0,144.0
980,5.5630591025576,1602.5226794433597,11184.76376953125,5915.721707001887,15158.0,149.7
1000,5.603261804860085,1606.982130859375,11164.95029296875,5752.082452591183,15170.0,142.8
1020,5.638783410098403,1610.0839849853514,11180.405029296875,5697.507680578297,15094.0,142.2
1040,5.649048452358693,1605.962281616211,11162.672607421875,5722.189944644086,14930.0,143.4
1060,5.641438245773315,1596.8174028320313,11136.12275390625,5809.046449039643,14824.0,147.9
1080,5.725933003984392,1613.6776993408205,11224.0361328125,5733.753901944309,15022.0,145.2
1100,5.721761193592101,1605.584854614258,11162.37255859375,5737.83678452964,15046.0,143.7
1120,5.764328345004469,1610.6483452148439,11192.331396484375,5700.877509974409,14884.0,143.4
1140,5.775710623152554,1607.0128265380858,11181.853271484375,5791.654852454876,14912.0,145.2
1160,5.809536620602012,1609.6708118896483,11190.3216796875,5709.621836545225,14978.0,144.0
1180,5.832207880076021,1609.2493737792968,11166.768115234376,5666.677683741739,14864.0,141.0
1200,5.8697795736603435,1612.9913090820312,11177.919775390625,5633.244075886719,15034.0,139.2
1220,5.8852179711684585,1610.68683203125,11150.802734375,5553.924406366214,14926.0,137.4
1240,5.883098745066673,1603.6293217773439,11097.78046875,5625.605386796454,14960.0,136.2
1260,5.917752975597978,1606.6650742187499,11116.994091796874,5500.544677293068,14786.0,136.2
1280,5.955009733699262,1610.4181337890627,11157.456494140624,5490.924169604946,14598.0,138.6
1300,5.936283305380494,1599.0977792968752,11071.18857421875,5507.1998384833805,14632.0,136.5
1320,6.002486610971391,1610.6666072998048,11165.295068359375,5573.054824619228,14762.0,139.5
1340,6.01263620192185,1607.2353483886718,11131.046533203125,5460.950447669253,14452.0,137.7
1360,6.038843649625778,1608.1308466796877,11151.334521484376,5456.40658867089,14504.0,139.8
1380,6.066810269001872,1609.5113911132814,11137.097509765625,5522.308664505324,14750.0,136.5
1400,6.0531704684719445,1599.9508196411134,11105.82802734375,5562.745889609447,14636.0,140.7
1420,6.110372790973633,1609.1388439941406,11153.5369140625,5637.530813742895,14888.0,139.2
1440,6.140504232607782,1611.2622239990237,11129.381201171875,5544.019020681223,15008.0,133.8
1460,6.168483947217465,1612.8467636718751,11137.321337890626,5522.95634106528,15034.0,133.5
1480,6.141431497037411,1600.0759512939453,11058.581982421874,5561.075458463049,15046.0,133.8
1500,6.1601491560228165,1599.345314453125,11043.514599609374,5607.741470046621,15334.0,132.3
1520,6.232645716611296,1612.570519165039,11131.395654296875,5475.089898358099,15070.0,132.9
1540,6.235477846115828,1607.8046954345705,11053.19423828125,5460.129158100812,15338.0,126.0
1560,6.264309785980731,1609.797285888672,11107.577783203125,5677.40235108831,15570.0,132.0
1580,6.298756480682641,1613.2762802734374,11133.773876953124,5600.665723017883,15296.0,132.6
1600,6.301194652542472,1608.5684967041018,11085.180322265625,5505.569996899227,15246.0,129.9
1620,6.313520198874175,1606.477192993164,11069.855615234375,5593.668625942339,15492.0,129.6
1640,6.329916573129594,1605.4283117675784,11063.2171875,5561.156186886784,15394.0,129.6
1660,6.376283836551011,1612.0155205078127,11125.79443359375,5539.8237648404665,15208.0,132.6
1680,6.375775230489671,1606.7929403076173,11103.18310546875,5507.935529116122,14938.0,134.1
1700,6.414199246931821,1611.4115688476563,11126.149267578125,5542.6634444378315,15188.0,133.2
1720,6.442051551491022,1613.4250679931642,11115.918212890625,5529.029288057098,15226.0,129.9
1740,6.4564592522569,1612.0901322021484,11092.848876953125,5495.133251955034,15368.0,127.8
1760,6.48023415626958,1613.1466179199222,11137.13046875,5501.7300444263965,15018.0,133.2
1780,6.478402430191636,1607.8831053466797,11093.374072265626,5444.934834112273,14800.0,131.7
1800,6.535206621512771,1617.1710640869144,11185.576318359375,5517.093120889413,14878.0,136.5
1820,6.550945691205561,1616.333255737305,11151.033251953126,5484.055228536296,14960.0,132.3
1840,6.570126895233988,1616.3895765380862,11153.478369140625,5502.6250630111435,15068.0,132.6
1860,6.5879323031753305,1616.1350351562503,11168.576220703126,5493.878426998342,14826.0,135.0
1880,6.621547343954444,1619.785089355469,11197.943603515625,5485.408838481735,14890.0,135.9
1900,6.618482608068734,1614.505353881836,11151.9958984375,5395.350530100521,14778.0,134.1
1920,6.663878568541259,1621.0933171386719,11208.31220703125,5389.172140076616,14746.0,136.2
1940,6.628380807861686,1608.026871826172,11119.347412109375,5470.790302200056,14834.0,135.3
1960,6.690570929925888,1618.7146933593754,11191.168896484374,5427.6057803265285,14756.0,135.9
1980,6.668777772411704,1609.1065833740236,11117.826513671875,5404.798434430547,14644.0,134.1
2000,6.728333770111203,1619.1640661621095,11196.1017578125,5393.4617386305235,14758.0,136.2
