iterations,mean_reward,mean_yield,mean_leach_total,mean_N_total,mean_W_total
88,1480.615115823746,10780.356735229492, 116.52363790126151,281.875,496.125
89,1478.0610565280908,10861.0668258667, 121.61228232608573,301.25,492.984375
90,1467.088383436203,10805.682064056396, 125.03938099092397,304.0625,485.34375
91,1480.2619349479671,10759.371410369873, 110.272771701706,278.125,490.03125
92,1484.9206563568116,10871.669486999512, 113.46867075735736,294.6875,483.328125
93,1480.6800455760965,10765.142677307129, 108.75745127826258,278.75,483.140625
94,1484.9920405101773,10873.683818817139, 111.16738821624676,295.0,478.265625
95,1484.8656669998168,10844.758975982666, 113.71434056600356,289.375,476.390625
96,1483.491782913209,10772.000995635986, 104.40604952959256,276.5625,476.109375
97,1470.841263151169,10777.871894836426, 106.76476342290971,293.75,470.109375
98,1488.6870069122306,10870.507160186768, 110.80163100836762,289.6875,482.8125
99,1470.4159809768194,10656.4302816391, 104.24566017088114,270.0,473.203125
100,1483.3124873828883,10834.928722381592, 114.66767445524147,289.375,485.953125
