iterations,mean_reward,mean_yield,mean_leach_total,mean_N_total,mean_W_total
73,1203.237036419916,10660.963996887207, 69.91614976862911,203.4375,375.9375
74,1216.9920062540477,10615.106101989746, 66.97771607401955,199.375,371.765625
75,1201.6707318662375,10550.24407196045, 67.66936271908344,200.9375,369.09375
76,1229.1892850311706,10677.381332397461, 66.96989178832155,199.0625,372.375
77,1227.6204481546883,10672.864372253418, 67.07798098673811,200.3125,371.25
78,1223.9337275711587,10644.448547363281, 67.20994275633711,199.0625,369.84375
79,1214.291570553818,10681.442588806152, 68.93688509272761,206.25,371.0625
80,1216.432435932773,10570.820693969727, 66.72758675753721,196.875,367.21875
81,1203.9607386253192,10512.854080200195, 66.9782625742373,199.6875,364.03125
82,1220.9076706443157,10683.363986968994, 68.11552130631753,203.75,371.4375
83,1228.830236510723,10709.021141052246, 68.04791983042378,204.0625,368.671875
84,1205.0488555343036,10542.342790603638, 68.0370619076275,200.0,363.234375
85,1220.3234059049282,10662.967529296875, 68.62901674839668,202.1875,366.9375
86,1217.8273241067363,10605.206363677979, 67.6865358443174,200.9375,363.84375
87,1224.5740469328302,10592.577764511108, 66.51954718367779,197.5,363.84375
88,1200.593473539193,10641.475807189941, 69.64658458522172,208.125,371.34375
89,1241.9885595457163,10723.997360229492, 67.12155421939678,200.3125,366.890625
90,1223.1434472152614,10662.891990661621, 68.64636167389108,203.4375,362.765625
91,1234.1916120397218,10677.911735534668, 67.31564258839353,201.25,363.5625
92,1234.4832284174918,10676.110370635986, 67.3383907850075,199.6875,364.359375
93,1217.3168596492033,10600.759895324707, 67.62952004937688,203.75,360.9375
94,1234.4809559510613,10685.070510864258, 67.3597509637184,200.625,365.109375
95,1208.6705732043774,10591.632387161255, 68.88742836125311,202.5,362.71875
96,1240.0116664089146,10658.650390625, 66.63430459663505,197.1875,361.359375
97,1229.0935147187265,10681.362922668457, 67.81081022458966,203.4375,364.6875
98,1225.3991372320452,10575.433191299438, 66.93124497466488,198.125,356.90625
99,1242.2879416885844,10704.128326416016, 67.05441403502482,201.25,362.015625
100,1228.8014713058947,10613.126256942749, 67.37412658671383,200.0,356.953125
