episodes,mean_raw_ep_return,mean_yield,mean_leach_total,mean_N_total,mean_W_total
460,0.3038256554980762,530.9428881835935,10650.841015625,288.2404106635833,598.0,617.7
480,0.3009174775099382,529.0209807434076,9816.588427734376,251.41124414633958,500.0,570.0
500,0.2907978851348162,513.5395238037102,8814.364038085938,160.9700126836542,358.0,542.1
520,0.4144966738880612,733.9322350463857,10190.457153320312,148.02695431032043,358.0,539.4
540,0.37900749227264896,672.1749043579092,9276.803173828124,112.58906128679227,276.0,523.2
560,0.4398093838826753,780.2075363159171,10021.693286132813,132.4208895163727,330.0,493.2
580,0.4735110773239285,839.5035513916009,9690.465600585938,101.15637977981639,276.0,430.5
600,0.5049576314282603,894.2298894653316,9595.062622070312,95.31941120683332,262.0,377.1
620,0.48451001911889763,856.6101708374019,8782.026416015626,70.94196502796258,208.0,333.3
640,0.5202219078317285,917.7281922607419,9179.2291015625,81.93225700631737,246.0,307.5
660,0.5565700103528798,979.2387022705072,9199.0423828125,65.28643043036573,198.0,288.9
680,0.5962529019569047,1045.810880615234,9413.86630859375,53.56731503399787,178.0,273.6
700,0.5854527541319839,1023.0294085083003,9648.603759765625,77.36728781200945,240.0,283.5
720,0.62681936675217,1090.7930737304684,9764.576416015625,60.62530088495696,210.0,260.1
740,0.65188150156755,1129.5715610351558,9836.465576171875,52.861115870368664,192.0,248.1
760,0.6592783370404505,1137.0560174560544,10136.68369140625,64.69854262266308,248.0,244.2
780,0.6306389009580016,1082.3994924926756,9616.45244140625,64.71968659693376,224.0,236.4
800,0.6612302758381702,1129.2894796142575,9735.060205078125,57.547026763955365,208.0,222.3
820,0.6448897348484024,1095.6938574218748,9595.024438476563,59.30819853502326,248.0,204.0
840,0.6818744980613701,1152.4251011352537,9889.14609375,55.806055711238876,230.0,207.6
860,0.7033410006435588,1182.2856756591796,10024.276318359374,55.866464877629184,228.0,201.3
880,0.7277454784372821,1216.8849963378902,10046.8671875,47.71011648690328,200.0,193.2
900,0.7088749445276334,1178.8489589233398,9849.233813476563,54.19431122576352,194.0,203.7
920,0.7312416816363111,1209.3892906494134,10122.40068359375,54.860727565805426,220.0,196.5
940,0.7311235752655193,1202.5326635742185,10078.68779296875,54.27915043929825,212.0,202.2
960,0.754513353900984,1234.0333870849609,10185.401220703125,47.03241875834065,206.0,193.2
980,0.7692050519166514,1251.0850591430662,10330.221875,47.88994909501635,228.0,182.7
1000,0.7696235173381865,1244.6873870849606,10198.401220703125,49.57113078102702,216.0,178.2
1020,0.7729228676995262,1243.0604846191404,10087.0916015625,49.27960416949354,210.0,168.0
1040,0.7675229367800057,1227.6643892211914,9626.103759765625,37.526537869730966,154.0,156.0
1060,0.7460194443585351,1186.6905252075196,9459.940112304688,45.98337917772587,186.0,146.4
1080,0.8152199747273698,1289.5918184814452,10255.96083984375,44.5828134031035,202.0,155.7
1100,0.8155076100258156,1282.9400445556637,10129.367358398438,41.48114575425861,178.0,160.8
1120,0.7961244954494759,1245.5965810546875,9864.09228515625,43.447538438299674,186.0,150.9
1140,0.8122610100544989,1263.919955200195,10003.923681640625,40.156319287838414,182.0,157.2
1160,0.7999743077205494,1237.9856955566404,10206.0486328125,53.067221607267854,254.0,158.1
1180,0.8444816730450839,1299.6066652221677,10459.472607421874,48.81635303394869,220.0,162.9
1200,0.8202753459103406,1255.503600036621,10134.706494140624,48.6091379299527,228.0,150.6
1220,0.8459021765040233,1287.73414453125,10164.646435546874,41.007826889504216,184.0,157.2
1240,0.8423453691648319,1275.4924447631836,10048.369921875,41.49839655414689,180.0,154.5
1260,0.8581177259329706,1292.4389405517577,10251.892138671876,42.648591596167535,198.0,155.4
1280,0.8841696261195466,1324.6096597900391,10451.200439453125,41.58838410465978,208.0,147.6
1300,0.895021434337832,1333.827499633789,10511.18662109375,42.525482087535785,210.0,146.4
1320,0.8639517097966746,1280.8231387329101,10113.310986328124,39.04208202091977,190.0,151.8
1340,0.9045504290843382,1334.0396679687499,10575.947314453126,44.18374816938304,216.0,151.2
1360,0.8847096248297021,1297.9862470703124,10131.368725585937,41.759728148393336,184.0,143.1
1380,0.9084075309801847,1325.9024241333007,10531.4708984375,43.91274013631046,222.0,147.9
1400,0.9352066175779328,1358.065535522461,10663.389501953125,42.03039722241283,206.0,149.1
1420,0.9347498915623873,1350.5529874267577,10612.9935546875,39.75278185773641,200.0,153.0
1440,0.932043585809879,1339.911218933105,10558.17216796875,40.935610704962166,200.0,154.8
1460,0.939858717075549,1344.4203439331054,10463.60966796875,39.666983743198216,190.0,144.3
1480,0.9400833979249,1338.0896496582031,10432.782568359375,37.597233260422946,186.0,148.5
1500,0.9384389823535457,1329.21037310791,10450.318798828124,41.27408918077126,202.0,147.6
1520,0.9430508418940008,1329.2684463500977,10533.97744140625,43.08253486205358,222.0,145.2
1540,0.9441117570037022,1324.247059020996,10650.86748046875,51.10055215591565,258.0,140.7
1560,0.9743364492198452,1360.1163114624023,10618.3310546875,40.71520825345069,204.0,142.2
1580,0.9682567118434235,1345.181046875,10412.601513671874,38.36351551483385,178.0,144.9
1600,0.9788545700954273,1353.5423533325197,10510.900927734376,37.8656567131402,190.0,142.8
1620,0.9736480064690113,1340.0976442871095,10421.187548828126,39.49301958223805,192.0,140.7
1640,0.9745983401779086,1335.1625887451169,10327.421435546876,36.51497161649168,182.0,138.9
1660,0.9868631847435608,1345.8044619750976,10505.3447265625,38.71483303206041,192.0,147.6
1680,0.945388748194091,1283.3978443603519,10084.100341796875,36.19006663789041,188.0,146.7
1700,0.9951056935824454,1344.7622560424804,10507.4193359375,37.19392445422709,200.0,143.1
1720,1.0059896740363912,1353.3698086547852,10484.429052734375,36.767772800009695,182.0,144.9
1740,0.999733332474716,1339.004926513672,10438.132470703125,35.80074842055328,188.0,147.0
1760,1.0041930373990908,1338.9958462524414,10369.593994140625,36.11771077802405,186.0,138.6
1780,1.030119670764543,1367.582924987793,10674.70205078125,39.79517856324092,210.0,139.2
1800,1.0340387288480997,1366.7870087890624,10648.019091796876,40.31027374174446,204.0,140.4
1820,1.028195226099342,1353.2253962402344,10540.983544921875,37.08963964506984,196.0,143.1
1840,1.0416379599599168,1365.049890625,10569.429638671874,38.027572609391065,198.0,135.0
1860,1.0260453099617735,1338.9117592163086,10384.88447265625,37.46596889407374,190.0,138.0
1880,1.0365974188549445,1346.9556070556641,10459.086181640625,37.711743202991784,198.0,135.6
1900,1.047079107654281,1354.8852904663086,10526.86884765625,36.79643423343077,194.0,141.0
1920,1.0578944360138849,1363.227066345215,10557.133349609376,35.89369346408157,192.0,139.2
1940,1.0686179977143184,1371.3667999267577,10593.58720703125,35.60196804708685,194.0,135.6
1960,1.0473500084131957,1338.6287491455078,10427.143994140624,40.74177747890353,208.0,131.4
1980,1.0817390109645202,1376.9303453369141,10639.6857421875,36.19506589649245,192.0,138.6
2000,1.0562322666402906,1339.0563284301757,10394.597021484375,36.64734304528683,188.0,140.7
