iterations,mean_reward,mean_yield,mean_leach_total,mean_N_total,mean_W_total
39,953.1495920085896,10860.865704536438, 5216.433924114335,8195.9375,693.515625
40,941.8868037760243,10247.849661827087, 4915.895546347592,8072.8125,615.703125
41,932.9660591232768,9727.000359535217, 4829.703555615959,8141.875,549.0
42,969.0702807903281,10425.118469238281, 4988.390404009994,8185.0,616.453125
43,917.1323417448987,9712.61570072174, 4717.241413595873,7928.75,561.328125
44,980.7313369286053,9946.420647621155, 4566.7481332155685,7880.9375,537.09375
45,964.0584897112836,9483.548583984375, 4296.582747536271,7645.9375,485.765625
46,958.1177763497824,9476.951916694641, 4379.652187621672,7641.5625,490.21875
47,1014.4828650510299,10445.589744567871, 4965.769178262264,7905.3125,578.109375
48,1103.7117543494696,10819.41774559021, 4058.6899600735114,6872.8125,550.6875
49,1070.6287833917133,9978.554413795471, 3838.1860974718365,7028.4375,459.984375
50,1085.5836252665513,10556.195802688599, 4213.08898091857,7242.5,529.359375
51,1088.0721471774577,10113.431295394897, 3723.11629021559,6469.0625,463.5
52,1086.1858788275706,10173.941493034363, 4050.8597569812337,7117.8125,473.90625
53,1177.2344822895525,10647.726156234741, 3926.3030683862653,7043.125,459.1875
54,1164.2587147867678,10744.438061714172, 4144.651441695924,7350.0,484.875
55,1177.588006561994,10445.998058319092, 4052.009890972746,7340.3125,429.890625
56,1148.570470628738,10061.314294815063, 4280.3255622697525,7689.6875,401.015625
57,1195.2868731713293,10875.549821853638, 4457.665046180059,7736.5625,475.5
58,1184.859462749957,10544.235136032104, 4381.174445179923,8009.375,437.390625
59,1197.59585243821,10573.609042167664, 4061.5594075201257,7349.6875,430.03125
60,1212.4597151172154,10488.194396018982, 3866.0872088999895,7307.5,404.25
61,1225.570744400024,10708.240474700928, 3707.8943056396165,7046.5625,423.9375
62,1242.8889132618901,10692.859021186829, 4341.759486214391,7645.625,405.984375
63,1219.2922314453122,10345.095224380493, 3734.387373125046,7356.875,377.484375
64,1247.8483759617802,10561.401895523071, 3782.152894293659,7439.375,382.59375
65,1265.2256246042248,10689.007100105286, 3909.3440921546608,7305.3125,385.125
66,1269.7188516640663,10676.978469848633, 3632.812531886688,6906.875,379.3125
67,1264.4217951309668,10818.373715400696, 3670.2843729207434,6645.9375,404.4375
68,1271.8297275388236,10650.19803905487, 3505.9813439586796,7024.375,373.546875
69,1290.3744377851474,10654.327912330627, 3505.0173514067974,6818.75,357.28125
70,1343.7507577085491,10915.788053512573, 3551.0856445556874,7139.0625,346.3125
71,1313.9264978337278,10564.507100105286, 3535.052073956489,7155.9375,322.96875
72,1334.8569919836514,10862.43549156189, 4089.6384694385124,8050.9375,346.734375
73,1355.9673498463624,10873.013305664062, 4387.036620794439,8385.3125,329.0625
74,1386.3305144703384,10946.069332122803, 4309.84095353301,8476.5625,311.953125
75,1345.2228983426091,10785.103400230408, 4189.67775261468,8417.5,326.203125
76,1372.2700012230866,10970.9731092453, 4324.7419133291905,8688.125,328.3125
77,1361.103079674243,10890.50606060028, 4264.970862890881,8550.3125,326.90625
78,1410.8930166244504,11169.081619262695, 4081.7233834046274,8025.3125,321.65625
79,1405.8582080864903,10931.944764137268, 4160.345542370896,8586.25,292.171875
80,1399.528006253242,10826.937553405762, 4037.9050058883504,9080.0,282.84375
81,1380.9537096738811,10789.006874084473, 3887.1664291269117,8467.8125,294.28125
82,1417.1733563423156,11103.421154022217, 4331.448505920276,8507.1875,306.515625
83,1425.3127699995036,11050.506067276001, 3946.515401834622,8555.9375,291.515625
84,1421.9093968749048,10839.685658454895, 3649.9196748543036,8090.9375,264.328125
85,1389.7683908057206,10609.501289367676, 3491.6251772776413,8098.125,260.484375
86,1425.9650278496742,10952.814660072327, 3879.38603467559,8428.125,276.890625
87,1405.6729966688154,10828.952898979187, 3699.831591134785,8126.5625,277.546875
88,1461.8918824481966,11084.907096862793, 3678.064767785476,8647.5,263.203125
89,1467.3119044685357,11066.343132019043, 3957.7491003192063,8981.875,255.609375
90,1441.6891639637938,10923.428278923035, 4141.151853132602,9693.4375,258.375
91,1472.5477106618873,11032.906789779663, 3897.9287239996975,9268.75,246.046875
92,1472.7934752249716,11001.175073623657, 4147.952439134857,9724.375,241.265625
93,1466.4297701954836,10925.653225898743, 3983.3915530700906,9586.5625,236.203125
94,1468.7105083250992,10898.968801498413, 4345.111544816704,10345.0,230.296875
95,1496.6283201289173,11058.041180610657, 4469.732338932088,10621.875,227.765625
96,1489.5093897914885,10982.634615898132, 4325.403417966225,10406.875,223.40625
97,1520.051187114715,11177.568840026855, 4137.590156947379,10251.875,223.640625
98,1526.2989705467216,11172.076171875, 4165.590277254645,10348.125,217.171875
99,1497.3509439086909,10960.795120239258, 4266.561058181789,10504.6875,213.140625
100,1502.680470924377,10964.828941345215, 4213.089577630667,10721.25,208.875
